"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Residence State"	"Residence State Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Mental and behavioural disorders"	"F01-F99"	"2023 (provisional)"	"2023"	3645	1018396	357.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Mental and behavioural disorders"	"F01-F99"	"2024 (provisional and partial)"	"2024"	2761	1018396	271.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the nervous system"	"G00-G98"	"2018"	"2018"	1129	967171	116.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the nervous system"	"G00-G98"	"2019"	"2019"	1005	973764	103.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the nervous system"	"G00-G98"	"2020"	"2020"	1428	986809	144.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the nervous system"	"G00-G98"	"2021"	"2021"	1330	1003384	132.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the nervous system"	"G00-G98"	"2022"	"2022"	1443	1018396	141.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the nervous system"	"G00-G98"	"2023 (provisional)"	"2023"	1374	1018396	134.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the nervous system"	"G00-G98"	"2024 (provisional and partial)"	"2024"	1161	1018396	114.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the circulatory system"	"I00-I99"	"2018"	"2018"	4625	967171	478.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the circulatory system"	"I00-I99"	"2019"	"2019"	4510	973764	463.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the circulatory system"	"I00-I99"	"2020"	"2020"	5794	986809	587.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the circulatory system"	"I00-I99"	"2021"	"2021"	5932	1003384	591.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the circulatory system"	"I00-I99"	"2022"	"2022"	6228	1018396	611.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the circulatory system"	"I00-I99"	"2023 (provisional)"	"2023"	6469	1018396	635.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the circulatory system"	"I00-I99"	"2024 (provisional and partial)"	"2024"	5499	1018396	540.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the respiratory system"	"J00-J98"	"2018"	"2018"	2207	967171	228.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the respiratory system"	"J00-J98"	"2019"	"2019"	2076	973764	213.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the respiratory system"	"J00-J98"	"2020"	"2020"	2916	986809	295.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the respiratory system"	"J00-J98"	"2021"	"2021"	2987	1003384	297.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the respiratory system"	"J00-J98"	"2022"	"2022"	2849	1018396	279.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the respiratory system"	"J00-J98"	"2023 (provisional)"	"2023"	2544	1018396	249.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the respiratory system"	"J00-J98"	"2024 (provisional and partial)"	"2024"	2146	1018396	210.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the digestive system"	"K00-K92"	"2018"	"2018"	699	967171	72.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the digestive system"	"K00-K92"	"2019"	"2019"	640	973764	65.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the digestive system"	"K00-K92"	"2020"	"2020"	824	986809	83.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the digestive system"	"K00-K92"	"2021"	"2021"	835	1003384	83.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the digestive system"	"K00-K92"	"2022"	"2022"	976	1018396	95.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the digestive system"	"K00-K92"	"2023 (provisional)"	"2023"	922	1018396	90.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the digestive system"	"K00-K92"	"2024 (provisional and partial)"	"2024"	739	1018396	72.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2018"	"2018"	70	967171	7.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2019"	"2019"	91	973764	9.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2020"	"2020"	126	986809	12.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2021"	"2021"	106	1003384	10.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2022"	"2022"	113	1018396	11.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2023 (provisional)"	"2023"	146	1018396	14.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2024 (provisional and partial)"	"2024"	117	1018396	11.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2018"	"2018"	169	967171	17.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2019"	"2019"	154	973764	15.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2020"	"2020"	191	986809	19.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2021"	"2021"	147	1003384	14.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2022"	"2022"	196	1018396	19.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2023 (provisional)"	"2023"	256	1018396	25.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2024 (provisional and partial)"	"2024"	194	1018396	19.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the genitourinary system"	"N00-N99"	"2018"	"2018"	916	967171	94.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the genitourinary system"	"N00-N99"	"2019"	"2019"	855	973764	87.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the genitourinary system"	"N00-N99"	"2020"	"2020"	1057	986809	107.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the genitourinary system"	"N00-N99"	"2021"	"2021"	1134	1003384	113.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the genitourinary system"	"N00-N99"	"2022"	"2022"	1111	1018396	109.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the genitourinary system"	"N00-N99"	"2023 (provisional)"	"2023"	1034	1018396	101.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Diseases of the genitourinary system"	"N00-N99"	"2024 (provisional and partial)"	"2024"	807	1018396	79.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2018"	"2018"	43	967171	4.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2019"	"2019"	44	973764	4.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2020"	"2020"	42	986809	4.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2021"	"2021"	30	1003384	3.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2022"	"2022"	59	1018396	5.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2023 (provisional)"	"2023"	40	1018396	3.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2024 (provisional and partial)"	"2024"	41	1018396	4.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2018"	"2018"	42	967171	4.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2019"	"2019"	32	973764	3.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2020"	"2020"	41	986809	4.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2021"	"2021"	49	1003384	4.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2022"	"2022"	58	1018396	5.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2023 (provisional)"	"2023"	53	1018396	5.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2024 (provisional and partial)"	"2024"	50	1018396	4.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2018"	"2018"	1295	967171	133.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2019"	"2019"	1245	973764	127.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2020"	"2020"	1508	986809	152.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2021"	"2021"	1301	1003384	129.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2022"	"2022"	1431	1018396	140.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2023 (provisional)"	"2023"	1461	1018396	143.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2024 (provisional and partial)"	"2024"	1348	1018396	132.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2018"	"2018"	999	967171	103.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2019"	"2019"	1065	973764	109.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2020"	"2020"	1115	986809	113.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2021"	"2021"	1230	1003384	122.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2022"	"2022"	1274	1018396	125.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2023 (provisional)"	"2023"	1268	1018396	124.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2024 (provisional and partial)"	"2024"	676	1018396	66.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Codes for special purposes"	"U00-U99"	"2020"	"2020"	1121	986809	113.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Codes for special purposes"	"U00-U99"	"2021"	"2021"	1289	1003384	128.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Codes for special purposes"	"U00-U99"	"2022"	"2022"	860	1018396	84.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Codes for special purposes"	"U00-U99"	"2023 (provisional)"	"2023"	302	1018396	29.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Codes for special purposes"	"U00-U99"	"2024 (provisional and partial)"	"2024"	217	1018396	21.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"External causes of morbidity and mortality"	"V01-Y89"	"2018"	"2018"	1056	967171	109.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"External causes of morbidity and mortality"	"V01-Y89"	"2019"	"2019"	1137	973764	116.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"External causes of morbidity and mortality"	"V01-Y89"	"2020"	"2020"	1200	986809	121.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"External causes of morbidity and mortality"	"V01-Y89"	"2021"	"2021"	1334	1003384	133.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"External causes of morbidity and mortality"	"V01-Y89"	"2022"	"2022"	1342	1018396	131.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"External causes of morbidity and mortality"	"V01-Y89"	"2023 (provisional)"	"2023"	1308	1018396	128.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"External causes of morbidity and mortality"	"V01-Y89"	"2024 (provisional and partial)"	"2024"	416	1018396	40.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"2024 (provisional and partial)"	"2024"	353	1018396	34.7
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Certain infectious and parasitic diseases"	"A00-B99"	"2018"	"2018"	644	702455	91.7
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Certain infectious and parasitic diseases"	"A00-B99"	"2019"	"2019"	709	705749	100.5
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Certain infectious and parasitic diseases"	"A00-B99"	"2020"	"2020"	770	712816	108.0
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Certain infectious and parasitic diseases"	"A00-B99"	"2021"	"2021"	798	670050	119.1
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Certain infectious and parasitic diseases"	"A00-B99"	"2022"	"2022"	668	671803	99.4
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Certain infectious and parasitic diseases"	"A00-B99"	"2023 (provisional)"	"2023"	619	671803	92.1
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Certain infectious and parasitic diseases"	"A00-B99"	"2024 (provisional and partial)"	"2024"	517	671803	77.0
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Neoplasms"	"C00-D48"	"2018"	"2018"	1239	702455	176.4
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Neoplasms"	"C00-D48"	"2019"	"2019"	1195	705749	169.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Neoplasms"	"C00-D48"	"2020"	"2020"	1249	712816	175.2
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Neoplasms"	"C00-D48"	"2021"	"2021"	1243	670050	185.5
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Neoplasms"	"C00-D48"	"2022"	"2022"	1206	671803	179.5
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Neoplasms"	"C00-D48"	"2023 (provisional)"	"2023"	1117	671803	166.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Neoplasms"	"C00-D48"	"2024 (provisional and partial)"	"2024"	967	671803	143.9
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2018"	"2018"	145	702455	20.6
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2019"	"2019"	204	705749	28.9
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2020"	"2020"	216	712816	30.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2021"	"2021"	241	670050	36.0
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2022"	"2022"	240	671803	35.7
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2023 (provisional)"	"2023"	224	671803	33.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2024 (provisional and partial)"	"2024"	172	671803	25.6
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2018"	"2018"	863	702455	122.9
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2019"	"2019"	855	705749	121.1
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2020"	"2020"	1429	712816	200.5
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2021"	"2021"	1334	670050	199.1
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2022"	"2022"	1140	671803	169.7
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2023 (provisional)"	"2023"	1059	671803	157.6
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2024 (provisional and partial)"	"2024"	858	671803	127.7
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Mental and behavioural disorders"	"F01-F99"	"2018"	"2018"	933	702455	132.8
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Mental and behavioural disorders"	"F01-F99"	"2019"	"2019"	1003	705749	142.1
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Mental and behavioural disorders"	"F01-F99"	"2020"	"2020"	1382	712816	193.9
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Mental and behavioural disorders"	"F01-F99"	"2021"	"2021"	1388	670050	207.1
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Mental and behavioural disorders"	"F01-F99"	"2022"	"2022"	1409	671803	209.7
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Mental and behavioural disorders"	"F01-F99"	"2023 (provisional)"	"2023"	1353	671803	201.4
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Mental and behavioural disorders"	"F01-F99"	"2024 (provisional and partial)"	"2024"	987	671803	146.9
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the nervous system"	"G00-G98"	"2018"	"2018"	535	702455	76.2
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Diseases of the nervous system"	"G00-G98"	"2019"	"2019"	499	705749	70.7
