"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Drug/Alcohol Induced"	"UCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Kentucky"	"21"	"Jun., 2022"	"2022/06"	"Alcohol-induced causes"	"A"	62	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2022"	"2022/06"	"All other non-drug and non-alcohol causes"	"O"	4075	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2022"	"2022/07"	"Drug-induced causes"	"D"	210	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2022"	"2022/07"	"Alcohol-induced causes"	"A"	52	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2022"	"2022/07"	"All other non-drug and non-alcohol causes"	"O"	4202	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2022"	"2022/08"	"Drug-induced causes"	"D"	198	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2022"	"2022/08"	"Alcohol-induced causes"	"A"	58	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2022"	"2022/08"	"All other non-drug and non-alcohol causes"	"O"	4165	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2022"	"2022/09"	"Drug-induced causes"	"D"	167	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2022"	"2022/09"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2022"	"2022/09"	"All other non-drug and non-alcohol causes"	"O"	4028	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2022"	"2022/10"	"Drug-induced causes"	"D"	211	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2022"	"2022/10"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2022"	"2022/10"	"All other non-drug and non-alcohol causes"	"O"	4363	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2022"	"2022/11"	"Drug-induced causes"	"D"	220	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2022"	"2022/11"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2022"	"2022/11"	"All other non-drug and non-alcohol causes"	"O"	4477	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2022"	"2022/12"	"Drug-induced causes"	"D"	191	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2022"	"2022/12"	"Alcohol-induced causes"	"A"	58	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2022"	"2022/12"	"All other non-drug and non-alcohol causes"	"O"	4957	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2023 (provisional)"	"2023/01"	"Drug-induced causes"	"D"	185	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2023 (provisional)"	"2023/01"	"Alcohol-induced causes"	"A"	60	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2023 (provisional)"	"2023/01"	"All other non-drug and non-alcohol causes"	"O"	4704	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2023 (provisional)"	"2023/02"	"Drug-induced causes"	"D"	196	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2023 (provisional)"	"2023/02"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2023 (provisional)"	"2023/02"	"All other non-drug and non-alcohol causes"	"O"	4121	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2023 (provisional)"	"2023/03"	"Drug-induced causes"	"D"	204	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2023 (provisional)"	"2023/03"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2023 (provisional)"	"2023/03"	"All other non-drug and non-alcohol causes"	"O"	4363	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2023 (provisional)"	"2023/04"	"Drug-induced causes"	"D"	197	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2023 (provisional)"	"2023/04"	"Alcohol-induced causes"	"A"	55	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2023 (provisional)"	"2023/04"	"All other non-drug and non-alcohol causes"	"O"	4017	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2023 (provisional)"	"2023/05"	"Drug-induced causes"	"D"	208	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2023 (provisional)"	"2023/05"	"Alcohol-induced causes"	"A"	52	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2023 (provisional)"	"2023/05"	"All other non-drug and non-alcohol causes"	"O"	4021	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2023 (provisional)"	"2023/06"	"Drug-induced causes"	"D"	169	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2023 (provisional)"	"2023/06"	"Alcohol-induced causes"	"A"	58	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2023 (provisional)"	"2023/06"	"All other non-drug and non-alcohol causes"	"O"	3904	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2023 (provisional)"	"2023/07"	"Drug-induced causes"	"D"	171	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2023 (provisional)"	"2023/07"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2023 (provisional)"	"2023/07"	"All other non-drug and non-alcohol causes"	"O"	4041	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2023 (provisional)"	"2023/08"	"Drug-induced causes"	"D"	187	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2023 (provisional)"	"2023/08"	"Alcohol-induced causes"	"A"	45	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2023 (provisional)"	"2023/08"	"All other non-drug and non-alcohol causes"	"O"	3959	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2023 (provisional)"	"2023/09"	"Drug-induced causes"	"D"	166	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2023 (provisional)"	"2023/09"	"Alcohol-induced causes"	"A"	54	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2023 (provisional)"	"2023/09"	"All other non-drug and non-alcohol causes"	"O"	3900	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2023 (provisional)"	"2023/10"	"Drug-induced causes"	"D"	155	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2023 (provisional)"	"2023/10"	"Alcohol-induced causes"	"A"	47	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2023 (provisional)"	"2023/10"	"All other non-drug and non-alcohol causes"	"O"	4262	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2023 (provisional)"	"2023/11"	"Drug-induced causes"	"D"	145	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2023 (provisional)"	"2023/11"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2023 (provisional)"	"2023/11"	"All other non-drug and non-alcohol causes"	"O"	4218	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2023 (provisional)"	"2023/12"	"Drug-induced causes"	"D"	184	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2023 (provisional)"	"2023/12"	"Alcohol-induced causes"	"A"	66	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2023 (provisional)"	"2023/12"	"All other non-drug and non-alcohol causes"	"O"	4735	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2024 (provisional)"	"2024/01"	"Drug-induced causes"	"D"	157	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2024 (provisional)"	"2024/01"	"Alcohol-induced causes"	"A"	57	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2024 (provisional)"	"2024/01"	"All other non-drug and non-alcohol causes"	"O"	4876	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2024 (provisional)"	"2024/02"	"Drug-induced causes"	"D"	148	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2024 (provisional)"	"2024/02"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2024 (provisional)"	"2024/02"	"All other non-drug and non-alcohol causes"	"O"	4177	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2024 (provisional)"	"2024/03"	"Drug-induced causes"	"D"	142	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2024 (provisional)"	"2024/03"	"Alcohol-induced causes"	"A"	61	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2024 (provisional)"	"2024/03"	"All other non-drug and non-alcohol causes"	"O"	4414	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2024 (provisional)"	"2024/04"	"Drug-induced causes"	"D"	127	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2024 (provisional)"	"2024/04"	"Alcohol-induced causes"	"A"	54	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2024 (provisional)"	"2024/04"	"All other non-drug and non-alcohol causes"	"O"	4104	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2024 (provisional)"	"2024/05"	"Drug-induced causes"	"D"	53	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2024 (provisional)"	"2024/05"	"Alcohol-induced causes"	"A"	58	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2024 (provisional)"	"2024/05"	"All other non-drug and non-alcohol causes"	"O"	3804	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	269	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2024 (provisional)"	"2024/06"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2024 (provisional)"	"2024/06"	"All other non-drug and non-alcohol causes"	"O"	3571	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2024 (provisional)"	"2024/06"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	420	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2024 (provisional)"	"2024/07"	"Alcohol-induced causes"	"A"	56	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2024 (provisional)"	"2024/07"	"All other non-drug and non-alcohol causes"	"O"	3682	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2024 (provisional)"	"2024/07"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	414	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2024 (provisional)"	"2024/08"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2024 (provisional)"	"2024/08"	"All other non-drug and non-alcohol causes"	"O"	3788	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2024 (provisional)"	"2024/08"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	348	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2024 (provisional)"	"2024/09"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2024 (provisional)"	"2024/09"	"All other non-drug and non-alcohol causes"	"O"	3552	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2024 (provisional)"	"2024/09"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	287	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2024 (provisional)"	"2024/10"	"Alcohol-induced causes"	"A"	34	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2024 (provisional)"	"2024/10"	"All other non-drug and non-alcohol causes"	"O"	3089	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2024 (provisional)"	"2024/10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	115	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2024 (provisional and partial)"	"2024/11"	"All other non-drug and non-alcohol causes"	"O"	81	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2020"	"2020/01"	"Drug-induced causes"	"D"	119	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2020"	"2020/01"	"Alcohol-induced causes"	"A"	42	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2020"	"2020/01"	"All other non-drug and non-alcohol causes"	"O"	4049	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2020"	"2020/02"	"Drug-induced causes"	"D"	107	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2020"	"2020/02"	"Alcohol-induced causes"	"A"	24	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2020"	"2020/02"	"All other non-drug and non-alcohol causes"	"O"	3819	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2020"	"2020/03"	"Drug-induced causes"	"D"	145	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2020"	"2020/03"	"Alcohol-induced causes"	"A"	31	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2020"	"2020/03"	"All other non-drug and non-alcohol causes"	"O"	4546	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2020"	"2020/04"	"Drug-induced causes"	"D"	169	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2020"	"2020/04"	"Alcohol-induced causes"	"A"	31	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2020"	"2020/04"	"All other non-drug and non-alcohol causes"	"O"	5570	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2020"	"2020/05"	"Drug-induced causes"	"D"	208	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2020"	"2020/05"	"Alcohol-induced causes"	"A"	32	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2020"	"2020/05"	"All other non-drug and non-alcohol causes"	"O"	4563	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2020"	"2020/06"	"Drug-induced causes"	"D"	164	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2020"	"2020/06"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2020"	"2020/06"	"All other non-drug and non-alcohol causes"	"O"	4059	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2020"	"2020/07"	"Drug-induced causes"	"D"	183	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2020"	"2020/07"	"Alcohol-induced causes"	"A"	53	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2020"	"2020/07"	"All other non-drug and non-alcohol causes"	"O"	4769	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2020"	"2020/08"	"Drug-induced causes"	"D"	178	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2020"	"2020/08"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2020"	"2020/08"	"All other non-drug and non-alcohol causes"	"O"	4984	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2020"	"2020/09"	"Drug-induced causes"	"D"	160	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2020"	"2020/09"	"Alcohol-induced causes"	"A"	27	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2020"	"2020/09"	"All other non-drug and non-alcohol causes"	"O"	4261	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2020"	"2020/10"	"Drug-induced causes"	"D"	159	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2020"	"2020/10"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2020"	"2020/10"	"All other non-drug and non-alcohol causes"	"O"	4226	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2020"	"2020/11"	"Drug-induced causes"	"D"	161	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2020"	"2020/11"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2020"	"2020/11"	"All other non-drug and non-alcohol causes"	"O"	4376	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2020"	"2020/12"	"Drug-induced causes"	"D"	200	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2020"	"2020/12"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2020"	"2020/12"	"All other non-drug and non-alcohol causes"	"O"	5134	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2021"	"2021/01"	"Drug-induced causes"	"D"	218	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2021"	"2021/01"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2021"	"2021/01"	"All other non-drug and non-alcohol causes"	"O"	5673	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2021"	"2021/02"	"Drug-induced causes"	"D"	187	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2021"	"2021/02"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2021"	"2021/02"	"All other non-drug and non-alcohol causes"	"O"	4377	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2021"	"2021/03"	"Drug-induced causes"	"D"	216	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2021"	"2021/03"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2021"	"2021/03"	"All other non-drug and non-alcohol causes"	"O"	4287	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2021"	"2021/04"	"Drug-induced causes"	"D"	221	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2021"	"2021/04"	"Alcohol-induced causes"	"A"	45	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2021"	"2021/04"	"All other non-drug and non-alcohol causes"	"O"	3957	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2021"	"2021/05"	"Drug-induced causes"	"D"	204	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2021"	"2021/05"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2021"	"2021/05"	"All other non-drug and non-alcohol causes"	"O"	3967	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2021"	"2021/06"	"Drug-induced causes"	"D"	201	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2021"	"2021/06"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2021"	"2021/06"	"All other non-drug and non-alcohol causes"	"O"	3984	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2021"	"2021/07"	"Drug-induced causes"	"D"	245	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2021"	"2021/07"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2021"	"2021/07"	"All other non-drug and non-alcohol causes"	"O"	4393	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2021"	"2021/08"	"Drug-induced causes"	"D"	219	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2021"	"2021/08"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2021"	"2021/08"	"All other non-drug and non-alcohol causes"	"O"	5885	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2021"	"2021/09"	"Drug-induced causes"	"D"	238	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2021"	"2021/09"	"Alcohol-induced causes"	"A"	38	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2021"	"2021/09"	"All other non-drug and non-alcohol causes"	"O"	5277	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2021"	"2021/10"	"Drug-induced causes"	"D"	192	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2021"	"2021/10"	"Alcohol-induced causes"	"A"	47	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2021"	"2021/10"	"All other non-drug and non-alcohol causes"	"O"	4395	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2021"	"2021/11"	"Drug-induced causes"	"D"	190	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2021"	"2021/11"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2021"	"2021/11"	"All other non-drug and non-alcohol causes"	"O"	4119	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2021"	"2021/12"	"Drug-induced causes"	"D"	203	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2021"	"2021/12"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2021"	"2021/12"	"All other non-drug and non-alcohol causes"	"O"	4171	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2022"	"2022/01"	"Drug-induced causes"	"D"	226	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2022"	"2022/01"	"Alcohol-induced causes"	"A"	53	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2022"	"2022/01"	"All other non-drug and non-alcohol causes"	"O"	5449	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2022"	"2022/02"	"Drug-induced causes"	"D"	194	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2022"	"2022/02"	"Alcohol-induced causes"	"A"	38	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2022"	"2022/02"	"All other non-drug and non-alcohol causes"	"O"	4573	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2022"	"2022/03"	"Drug-induced causes"	"D"	224	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2022"	"2022/03"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2022"	"2022/03"	"All other non-drug and non-alcohol causes"	"O"	4100	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2022"	"2022/04"	"Drug-induced causes"	"D"	212	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2022"	"2022/04"	"Alcohol-induced causes"	"A"	35	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2022"	"2022/04"	"All other non-drug and non-alcohol causes"	"O"	3690	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2022"	"2022/05"	"Drug-induced causes"	"D"	217	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2022"	"2022/05"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2022"	"2022/05"	"All other non-drug and non-alcohol causes"	"O"	3890	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2022"	"2022/06"	"Drug-induced causes"	"D"	216	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2022"	"2022/06"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2022"	"2022/06"	"All other non-drug and non-alcohol causes"	"O"	3718	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2022"	"2022/07"	"Drug-induced causes"	"D"	197	Not Applicable	Not Applicable
