"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	777	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Alzheimer disease (G30)"	"GR113-052"	833	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5334	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1289	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	296	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1116	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	330	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	405	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	255	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	"#COVID-19 (U07.1)"	"GR113-137"	1443	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Septicemia (A40-A41)"	"GR113-010"	295	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4690	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	747	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Alzheimer disease (G30)"	"GR113-052"	860	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5142	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1231	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	284	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1124	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	336	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	423	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	218	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	"#COVID-19 (U07.1)"	"GR113-137"	1322	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Septicemia (A40-A41)"	"GR113-010"	313	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4545	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	786	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Alzheimer disease (G30)"	"GR113-052"	827	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5146	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1264	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	284	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1140	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	348	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	396	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	261	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	"#COVID-19 (U07.1)"	"GR113-137"	1322	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Septicemia (A40-A41)"	"GR113-010"	310	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4604	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	764	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Alzheimer disease (G30)"	"GR113-052"	783	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4977	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1264	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	260	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1121	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	373	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	426	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	247	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	"#COVID-19 (U07.1)"	"GR113-137"	1231	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Septicemia (A40-A41)"	"GR113-010"	314	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4532	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	724	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Alzheimer disease (G30)"	"GR113-052"	866	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5018	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1291	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	253	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1140	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	335	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	408	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	244	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	"#COVID-19 (U07.1)"	"GR113-137"	1105	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Septicemia (A40-A41)"	"GR113-010"	373	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4617	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	736	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Alzheimer disease (G30)"	"GR113-052"	829	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5049	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1222	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	269	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1128	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	363	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	442	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	227	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	"#COVID-19 (U07.1)"	"GR113-137"	998	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Septicemia (A40-A41)"	"GR113-010"	306	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4559	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	735	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Alzheimer disease (G30)"	"GR113-052"	798	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4916	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1200	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	246	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1100	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	329	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	409	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	248	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	"#COVID-19 (U07.1)"	"GR113-137"	870	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Septicemia (A40-A41)"	"GR113-010"	333	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4454	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	787	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Alzheimer disease (G30)"	"GR113-052"	856	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5121	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1256	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	279	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1175	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	339	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	440	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	271	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	"#COVID-19 (U07.1)"	"GR113-137"	732	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Septicemia (A40-A41)"	"GR113-010"	335	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4600	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	752	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Alzheimer disease (G30)"	"GR113-052"	812	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5107	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1243	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	272	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1144	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	355	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	425	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	263	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	"#COVID-19 (U07.1)"	"GR113-137"	614	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Septicemia (A40-A41)"	"GR113-010"	350	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4534	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	792	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Alzheimer disease (G30)"	"GR113-052"	830	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5002	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1255	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	275	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1119	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	364	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	418	Not Applicable	Not Applicable
